NIVEL,TITULO_TCC,NOME_DO_ORIENTADOR,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA
1,NULL,NULL,Universidade Federal de Pernambuco,NULL,Engenharia Elétrica,CONCLUIDO,1984,1988,NAO,NULL
