NIVEL,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DA_DISSERTACAO_TESE,NOME_COMPLETO_DO_ORIENTADOR,TIPO_DOUTORADO
4,Universidade Estadual de Campinas,NULL,Engenharia Elétrica,CONCLUIDO,1993,1996,SIM,Conselho Nacional de Desenvolvimento Científico e Tecnológico,1997,"Paradigmas de Segmentação de Imagens Guiada pelo Usuário: Live-Wire, Live-Lane e 3D-Live-Wire",Roberto de Alencar Lotufo,S
