TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_CANDIDATO
Mestrado,Uma abordagem de simplificação de imagem colorida baseada na árvore geradora mínima,2011,Brasil,Português,Kleber Jacques Ferreira de Souza
Mestrado,Segmentação Facial e Deteção de Características Faciais em Imagens de Profundidade,2010,Brasil,Português,Maurício Pamploma Segundo
Mestrado,Estudo Comparativo de Descritores para Recuperação de Imagens por Conteúdo na Web,2009,Brasil,Português,Otávio Augusto Bizetto Penatti
