SEQUENCIA-FORMACAO,NIVEL,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,CODIGO-AREA-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,FLAG-BOLSA,CODIGO-AGENCIA-FINANCIADORA,NOME-AGENCIA,ANO-DE-OBTENCAO-DO-TITULO,TITULO-DA-DISSERTACAO-TESE,NOME-COMPLETO-DO-ORIENTADOR,TIPO-DOUTORADO,CODIGO-INSTITUICAO-DOUT,NOME-INSTITUICAO-DOUT,CODIGO-INSTITUICAO-OUTRA-DOUT,NOME-INSTITUICAO-OUTRA-DOUT,NOME-ORIENTADOR-DOUT,NUMERO-ID-ORIENTADOR,CODIGO-CURSO-CAPES,TITULO-DA-DISSERTACAO-TESE-INGLES,NOME-CURSO-INGLES,NOME-DO-ORIENTADOR-CO-TUTELA,CODIGO-INSTITUICAO-OUTRA-CO-TUTELA,CODIGO-INSTITUICAO-CO-TUTELA,NOME-DO-ORIENTADOR-SANDUICHE,CODIGO-INSTITUICAO-OUTRA-SANDUICHE,CODIGO-INSTITUICAO-SANDUICHE,NOME-DO-CO-ORIENTADOR,FORMACAO-ACADEMICA-TITULACAO_Id
"1","4","007900000004","Universidade Estadual de Campinas","","","33070202","Ciência Econômica","60300000","CONCLUIDO","1993","1996","SIM","002200000000","Conselho Nacional de Desenvolvimento Científico e Tecnológico","1998","O Futuro no Presente: um Estudo dos Derivativos Financeiros","José Carlos da Rocha Miranda","","","","","","","","33003017020P7","","Economy","","","","","","","",0
