SEQUENCIA-FORMACAO,NIVEL,TITULO-DO-TRABALHO-DE-CONCLUSAO-DE-CURSO,NOME-DO-ORIENTADOR,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,CODIGO-AREA-CURSO,STATUS-DO-CURSO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,FLAG-BOLSA,CODIGO-AGENCIA-FINANCIADORA,NOME-AGENCIA,NUMERO-ID-ORIENTADOR,CODIGO-CURSO-CAPES,TITULO-DO-TRABALHO-DE-CONCLUSAO-DE-CURSO-INGLES,NOME-CURSO-INGLES,FORMACAO-ACADEMICA-TITULACAO,TIPO-GRADUACAO,CODIGO-INSTITUICAO-GRAD,NOME-INSTITUICAO-GRAD,CODIGO-INSTITUICAO-OUTRA-GRAD,NOME-INSTITUICAO-OUTRA-GRAD,NOME-ORIENTADOR-GRAD,FORMACAO-ACADEMICA-TITULACAO_Id
"3","1","","","000900000996","Universidade de Paris I Sorbonne","","","90000001","Ciências Econômicas","90000001","CONCLUIDO","1971","1975","NAO","","","","","","","","","","","","","",0
