TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_ORIENTADO
Dissertação de mestrado,Tratamento de Versões Em Bancos de Dados Para Sistemas de Informações Geográficas,1997,Brasil,Português,Luis Mariano Del Val Cura
Dissertação de mestrado,Visões Em Sistemas de Informações Geográficas - Modelo e Mecanismos,1996,Brasil,Português,Nevton Cereja
Dissertação de mestrado,Bancos de Dados Ativos Com Suporte A Restrições Topológicas Em Sistemas de Informação Geográfica,1996,Brasil,Português,Mariano Cilia
Dissertação de mestrado,Incorporação de Facilidades Espaço Temporais Em Um Banco de Dados Orientado A Objetos,1995,Brasil,Português,Marcio de Araujo Botelho
Dissertação de mestrado,Integração de Bds Heterogêneos Para Aplicações de Planejamento Urbano,1995,Brasil,Português,Cristina Dutra de Aguiar
Dissertação de mestrado,Restrições Dinamicas Em Bancos de Dados Ativos Orientados A Objetos,1994,Brasil,Português,Pedro Rafael Falcone Sampaio
Dissertação de mestrado,Implementação de Um Sistema Temporal Em Um Banco de Dados Orientado A Objetos,1994,Brasil,Português,Angelo Roncalli Brayner
Dissertação de mestrado,Woodss - Sistema Espacial de Apoio Ao Processo Decisorio Baseado Em Workflows,1998,Brasil,Português,Laura Andrea Seffino
Dissertação de mestrado,Um Banco de Dados Espaco-Temporal Para Desenvolvimento de Aplicacoes Em Sistemas de Informação Geografica,1998,Brasil,Português,Glaucia Faria
Dissertação de mestrado,Uso de Modelos Hipermidia Em Bibliotecas Digitais Para Dados Geograficos,1997,Brasil,Português,Marcos André Gonçalves
Dissertação de mestrado,Uma Metodologia Para Integracao de Sistemas Legados e Bds Heterogeneos,1998,Brasil,Português,Helio Rubens Soares
Dissertação de mestrado,Incorporacao da Dimensao Temporal A Bancos de Dados Orientados A Objetos,1993,Brasil,Português,Lincoln Cesar Medina de Oliveira
Dissertação de mestrado,Manutencao de Restricoes de Integridade Em Bancos de Dados Orientados A Objeto,1992,Brasil,Português,Marcia Jacobina Andrade
Dissertação de mestrado,Visoes Estendidas - Uma Proposta Para Extensao de Bancos de Dados Relacionais,1989,Brasil,Português,Henrique Nou Schneider
Dissertação de mestrado,Ana-Re - Um Metodo Para Analise e Especificacao de Requisitos,1989,Brasil,Português,Carlos Miguel Tobar Toledo
Dissertação de mestrado,Um Sistema Para Manuseio de Objetos Entidade-Relacionamento Nomodelo Relacional,1989,Brasil,Português,Monica de Lima Nogueira
Dissertação de mestrado,Um Sistema de Pre-Processamento de Atualizacoes Em Bancos de Dados Relacionais,1989,Brasil,Português,Liliane Leopoldina de Oliveira
Dissertação de mestrado,Manipulacao de Bancos de Dados Atraves de Formularios,1988,Brasil,Português,Silvia Maria Fortuna Mendes de Souza
Dissertação de mestrado,Projeto e implementacao de um banco de metadados para o sistema de informacao de biodiversidade do Estado de Sao Paulo,1999,Brasil,Português,Andreia Silva Fagundes
Dissertação de mestrado,Qualidade de dados em aplicacoes geograficas,2000,Brasil,Português,Alexandre Alencar
Dissertação de mestrado,"Processamento de Consultas ao Banco de Dados de Biodiversidad
e do BIOTA",2000,Brasil,Português,Sandro de Paula Matias
Dissertação de mestrado,Combinando Bancos de Dados e Raciocinio Baseado em Casos,2001,Brasil,Português,Daniel dos Santos Kaster
Dissertação de mestrado,Controle de acesso em bancos de dados geográficos,2002,Brasil,Português,Liliana Kasumi Sasaoka
Dissertação de mestrado,Documentacao de atividades de planejamento ambiental centrada em bancos de dados,2003,Brasil,Português,Silvania Maria de Resende
Dissertação de mestrado,Metadados para workflows cientificos no apoio ao planejamento ambiental,2003,Brasil,Português,Henrique Aparecido da Rocha
Dissertação de mestrado,Gerenciamento de dados climatológicos heterogêneos para aplicações em agricultura,2003,Brasil,Português,Joao Guilherme de Souza Lima
Dissertação de mestrado,Uso e aplicação de modelos econômicos em sistemas de informação para geomarketing,2003,Brasil,Português,Tiago Eugênio de Melo
Dissertação de mestrado,Especificação de um Sistema Eletronico de Compras para Empresas Públicas,2004,Brasil,Português,Jose Bimonte
Dissertação de mestrado,Um modelo de dados para objetos móveis,2004,Brasil,Português,Bei Yi
Dissertação de mestrado,"Geomarketing: Modelos e Sistemas, com Aplicacões em Telefonia",2005,Brasil,Português,Paulo Sérgio Sampaio de Aragão
Dissertação de mestrado,Mecanismos para agilizar processos de comercio exterior,2005,Brasil,Português,Eduardo T Soares Jr
Dissertação de mestrado,Publicação e integração de workflows científicos na Web,2005,Brasil,Português,Gilberto Zonta Pastorello Jr
Dissertação de mestrado,Integração de dados corporativos: uma proposta de arquitetura baseada em serviços de dados,2005,Brasil,Português,Joyce Otsuka Cortes Degan
Dissertação de mestrado,Proposta para o Banco de Dados do Projeto WebMaps,2006,Brasil,Português,Rodrigo Grassi Martins
Dissertação de mestrado,Gerenciamento de Rastreabilidade em Cadeias Produtivas Agropecuárias,2007,Brasil,Português,Andréia Akemi Kondo
Dissertação de mestrado,Uma Arquitetura para Consultas a Repositórios de Biodiversidade na Web,2007,Brasil,Português,Luiz Celso Gomes Jr.
Dissertação de mestrado,Aondê: Um Servico Web de Ontologias para Interoperabilidade em Sistemas de Biodiversidade,2007,Brasil,Português,Jaudete Daltio
Dissertação de mestrado,Controle de Acesso para Bancos de Dados Geográficos Multiversão,2007,Brasil,Português,Mateus Silva Pierre
Dissertação de mestrado,Gerenciamento de regras de qualidade em cadeias produtivas,2009,Brasil,Português,Maurício Augusto Figueiredo
Dissertação de mestrado,Mineracão de Séries Temporais de Dados de Sensores,2008,Brasil,Português,Leonardo Elias Mariote
Dissertação de mestrado,Processamento de consultas baseado em ontologias para sistemas de biodiversidade,2009,Brasil,Português,Bruno Siqueira Campos Mendonça Vilar
Dissertação de mestrado,Gerenciamento de Anotações Semânticas de Dados na Web para Aplicações Agrícolas,2010,Brasil,Português,Sidney Roberto de Sousa
Dissertação de mestrado,Um Serviço de Gerenciamento de Coletas para Sistemas de Biodiversidade,2009,Brasil,Português,Joana Esther Gonzales Malaverri
Dissertação de mestrado,Mecanismos de Anotação Semântica para Workflows Científicos,2009,Brasil,Português,Arnaldo Francisco Vitaliano Filho
Dissertação de mestrado,Busca multimodal para apoio à pesquisa em biodiversidade,2011,Brasil,Português,Gabriel de Souza Fedel
Dissertação de mestrado,Shadows - a new means of representing documents,2012,Brasil,Inglês,Matheus Silva Mota
Dissertação de mestrado,Apoio ao Estudo de Correlacoes entre Series Temporais baseadas em Anotacoes Semanticas,2015,Brasil,Português,Lucas Oliveira Batista
Dissertação de mestrado,Management of integrity constraints for multi-scale geospatial data,2013,Brasil,Inglês,João Sávio Ceregatti Longo
