NIVEL,TITULO_TCC,NOME_DO_ORIENTADOR,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA
1,NULL,NULL,Pontifícia Universidade Católica do Rio de Janeiro,NULL,Engenharia Elétrica,CONCLUIDO,1972,1976,NAO,NULL
