NOME_COMPLETO,NOME_EM_CITACOES_BIBLIOGRAFICAS,NACIONALIDADE,PAIS_DE_NASCIMENTO,UF_NASCIMENTO,CIDADE_NASCIMENTO,DATA_FALECIMENTO,SIGLA_PAIS_NACIONALIDADE,PAIS_DE_NACIONALIDADE
Claudia Maria Bauzer Medeiros,"MEDEIROS, C. M. B.;Medeiros, Claudia Bauzer;MEDEIROS, C. B.",B,Brasil,RJ,Rio de Janeiro,NULL,BRA,Brasil
