NIVEL,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DA_DISSERTACAO_TESE,NOME_COMPLETO_DO_ORIENTADOR,TIPO_DOUTORADO
4,Escola Superior de Agricultura Luiz de Queiroz,NULL,Economia Aplicada,CONCLUIDO,2005,2008,NAO,NULL,2008,Uma análise da alocação de contratos futuros sobre commodities em portfólios diversificados,Geraldo Sant´Ana de Camargo Barros,N
