NOME-COMPLETO,NOME-PARA-CITACAO,ORDEM-DE-INTEGRACAO,FLAG-RESPONSAVEL,NRO-ID-CNPQ,EQUIPE-DO-PROJETO_Id
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",4
"Guido Araújo","ARAÚJO, Guido","2","SIM","8683914780987242",4
"Rodolfo Jardim de Azevedo","AZEVEDO, Rodolfo Jardim de","3","NAO","2046981671187343",4
"Paulo César Centoducatte","CENTODUCATTE, Paulo César","4","NAO","0758877444698557",4
"Richard Maciel Costa","COSTA, Richard Maciel","5","NAO","9012221153505855",4
"Thiago Massaroli Sigrist","SIGRIST, Thiago Massaroli","6","NAO","",4
"Alexandro Baldassin","BALDASSIN, Alexandro","7","NAO","4738829911864396",4
"Bruno de Carvalho Albertini","ALBERTINI, Bruno de Carvalho","8","NAO","2729012989571213",4
"Luis Felipe Strano Moraes","MORAES, Luis Felipe Strano","9","NAO","",4
"Mário Rodrigues de Oliveira","OLIVEIRA, Mário Rodrigues de","10","NAO","",4
"Fernando Kronbauer","KRONBAUER, Fernando","11","NAO","5347838085795671",4
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",5
"Guido Araújo","ARAÚJO, Guido","2","NAO","8683914780987242",5
"Rodolfo Jardim de Azevedo","AZEVEDO, Rodolfo Jardim de","3","NAO","2046981671187343",5
"Paulo César Centoducatte","CENTODUCATTE, Paulo César","4","NAO","0758877444698557",5
"Nahri Moreano","MOREANO, Nahri","5","SIM","",5
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","SIM","8308517667746974",6
"Rodolfo Jardim de Azevedo","AZEVEDO, Rodolfo Jardim de","2","NAO","2046981671187343",6
"Ricardo Anido","ANIDO, Ricardo","3","NAO","",6
"Roberto Prado","PRADO, Roberto","4","NAO","",6
"Fábio Cunha","CUNHA, Fábio","5","NAO","",6
"Raul Kist","KIST, R.","6","NAO","5382069110292411",6
"Bruno Melo","MELO, B.","7","NAO","",6
"Carolina Simões Gomes","Gomes, C.","8","NAO","",6
"Denis Rosas","ROSAS, D.","9","NAO","",6
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",7
"Guido Araújo","ARAÚJO, Guido","2","SIM","8683914780987242",7
"Marilia Chiozo","CHIOZO, Marilia","3","NAO","",7
"Alexandro Baldassin","BALDASSIN, Alexandro","4","NAO","4738829911864396",7
"Bruno de Carvalho Albertini","ALBERTINI, Bruno de Carvalho","5","NAO","2729012989571213",7
"Fernando Kronbauer","KRONBAUER, Fernando","6","NAO","5347838085795671",7
"Rodolfo Azevedo","AZEVEDO, Rodolfo","7","NAO","2046981671187343",7
"Thiago Sigrist","SIGRIST, T.","8","NAO","",7
"Felipe Klein","KLEIN, F.","9","NAO","1606941011950531",7
"Luiz Claudio Villar dos Santos","SANTOS, L. C. V.","10","NAO","7115792628126490",7
"Luís Fernando Friedrich","FRIEDRICH, L. F.","11","NAO","",7
"Olinto José Varella Furtado","FURTADO, O. J. V.","12","NAO","9156645330801555",7
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",8
"Omar Carvalho Branquinho","BRANQUINHO, Omar Carvalho","2","NAO","",8
"Cláudia Maria Bauzer Medeiros","MEDEIROS, C. M. B.","3","SIM","",8
"Ricardo Torres","TORRES, R.","4","NAO","",8
"Jansle Rocha","ROCHA, J.","5","NAO","",8
"Rubens Lamparelli","LAMPARELLI, R.","6","NAO","",8
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",9
"Guido Araújo","ARAÚJO, Guido","2","SIM","8683914780987242",9
"Paulo César Centoducatte","CENTODUCATTE, Paulo César","3","NAO","0758877444698557",9
"Rodolfo Azevedo","AZEVEDO, Rodolfo","4","NAO","2046981671187343",9
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","SIM","8308517667746974",10
"Paulo Cesar Centoducatte","CENTODUCATTE, Paulo Cesar","2","NAO","0758877444698557",10
"Alexandro Baldassin","BALDASSIN, Alexandro","3","NAO","4738829911864396",10
"Bruno de Carvalho Albertini","ALBERTINI, Bruno de Carvalho","4","NAO","2729012989571213",10
"Luis Felipe Strano Moraes","MORAES, Luis Felipe Strano","5","NAO","",10
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","SIM","8308517667746974",11
"Raul Kist","KIST, R.","2","NAO","5382069110292411",11
"Bruno Melo","MELO, B.","3","NAO","",11
"Henrique Baggio","BAGGIO, H.","4","NAO","3670147213959399",11
"César Brod","Brod, C.","5","NAO","",11
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","SIM","8308517667746974",12
"Raul Kist","KIST, R.","2","NAO","5382069110292411",12
"Henrique Baggio","BAGGIO, H.","3","NAO","3670147213959399",12
"Alexandre Tolstenko","TOLSTENKO, A.","4","NAO","",12
"Nicholas Mizoguchi","MIZOGUCHI, N.","5","NAO","",12
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",13
"Guido Araújo","ARAÚJO, Guido","2","SIM","8683914780987242",13
"Rodolfo Azevedo","AZEVEDO, Rodolfo","3","NAO","2046981671187343",13
"Reinaldo Bergamaschi","BERGAMASCHI, R.","4","NAO","",13
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",14
"Guido Araújo","ARAÚJO, Guido","2","SIM","8683914780987242",14
"Edson Borin","BORIN, E.","3","NAO","4176915322233893",14
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",15
"Guido Araújo","ARAÚJO, Guido","2","NAO","8683914780987242",15
"Rodolfo Azevedo","AZEVEDO, Rodolfo","3","NAO","2046981671187343",15
"Ney Calazans","CALAZANS, N.","4","SIM","",15
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","SIM","8308517667746974",16
"Rodolfo Azevedo","AZEVEDO, Rodolfo","2","NAO","2046981671187343",16
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","SIM","8308517667746974",17
"Edson Borin","BORIN, E.","2","NAO","4176915322233893",17
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",18
"Maxiwell Salvador Garcia","GARCIA, M. S.","2","NAO","9002376365287341",18
"Edson Borin","BORIN, E.","3","SIM","4176915322233893",18
"cristianno martins","MARTINS, C.","4","NAO","",18
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",19
"Edson Borin","BORIN, E.","2","SIM","4176915322233893",19
"Juliana Freitag Borin","BORIN, J. F.","3","NAO","",19
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",20
"Alexandro Baldassin","BALDASSIN, Alexandro","2","NAO","4738829911864396",20
"Nahri Moreano","MOREANO, Nahri","3","NAO","",20
"Rodolfo Azevedo","AZEVEDO, Rodolfo","4","SIM","2046981671187343",20
"Edson Borin","BORIN, E.","5","NAO","4176915322233893",20
"Sandro Rigo","RIGO, S.;Rigo, Sandro","1","NAO","8308517667746974",21
"Guido Araújo","ARAÚJO, Guido","2","NAO","8683914780987242",21
"Rodolfo Azevedo","AZEVEDO, Rodolfo","3","SIM","2046981671187343",21
