DADOS-GERAIS_Id,NOME-COMPLETO,NOME-EM-CITACOES-BIBLIOGRAFICAS,NACIONALIDADE,PAIS-DE-NASCIMENTO,UF-NASCIMENTO,CIDADE-NASCIMENTO,PERMISSAO-DE-DIVULGACAO,DATA-FALECIMENTO,SIGLA-PAIS-NACIONALIDADE,PAIS-DE-NACIONALIDADE,CURRICULO-VITAE_Id
0,"Maria Cecilia Calani Baranauskas","BARANAUSKAS, M. C. C.;Baranauskas, M. Cecília C.;Baranauskas, M. Cecilia C.;Baranauskas, Cecilia;BARANAUSKAS, MARIA CECÍLIA CALANI;CECÍLIA CALANI BARANAUSKAS, MARIA;BARANAUSKAS, MARIA CECÍLIA;Baranauskas, M. Cecilia;BARANAUSKAS, M. CECÍLIA;BARANAUSKAS, CECÍLIA;BARANAUSKAS, MARIA CECILIA CALANI","B","Brasil","SP","Botucatu","NAO","","BRA","Brasil",0
