NOME-DO-CANDIDATO,CODIGO-INSTITUICAO,NOME-INSTITUICAO,CODIGO-ORGAO,NOME-ORGAO,CODIGO-CURSO,NOME-CURSO,NOME-CURSO-INGLES,PARTICIPACAO-EM-BANCA-DE-DOUTORADO_Id
"Beatriz Tamaso Mioto","007900000004","Universidade Estadual de Campinas","","","60008342","Desenvolvimento Econômico","Economy",0
"Álvaro Luís dos Santos Pereira","006700000002","Universidade de São Paulo","","","33020892","Direito Economico e Financeiro","Law",1
"Estevam Vanale Otero","006700000002","Universidade de São Paulo","","","33050147","Arquitetura e Urbanismo","Architecture and Urbanism",2
"Daniel Medeiros de Freitas","033300000002","Universidade Federal de Minas Gerais","","","32000499","Arquitetura","Architecture and Urbanism",3
