POS-DOUTORADO_Id,SEQUENCIA-FORMACAO,NIVEL,CODIGO-INSTITUICAO,NOME-INSTITUICAO,ANO-DE-INICIO,ANO-DE-CONCLUSAO,ANO-DE-OBTENCAO-DO-TITULO,FLAG-BOLSA,CODIGO-AGENCIA-FINANCIADORA,NOME-AGENCIA,STATUS-DO-ESTAGIO,STATUS-DO-CURSO,NUMERO-ID-ORIENTADOR,CODIGO-CURSO-CAPES,TITULO-DO-TRABALHO,TITULO-DO-TRABALHO-INGLES,NOME-CURSO-INGLES,FORMACAO-ACADEMICA-TITULACAO_Id
0,"10","5","000100000991","Institut Nationale de Recherche en Informatique et Automatique","1989","1990","","SIM","002200000000","Conselho Nacional de Desenvolvimento Científico e Tecnológico","","CONCLUIDO","","","","","",0
