NIVEL,TITULO_TCC,NOME_DO_ORIENTADOR,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA
1,Proposta de um Modelo de Simulação de Processo de Software para o Ambiente WebAPSEE,Rodrigo Quites Reis,Universidade Federal do Pará,NULL,Ciência da Computação,CONCLUIDO,2002,2007,SIM,Conselho Nacional de Desenvolvimento Científico e Tecnológico
