NOME-COMPLETO,NOME-PARA-CITACAO,ORDEM-DE-INTEGRACAO,FLAG-RESPONSAVEL,NRO-ID-CNPQ,EQUIPE-DO-PROJETO_Id
"Luciana Gonzaga de Oliveira","De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.","1","SIM","2259584579907307",5
"Leila Giarola","GIAROLA, L.","2","NAO","",5
"Suéllen da Silva Moraes","Moraes S. S.","3","NAO","",5
"Adriana Fu Vivian","VIVIAN, A. F.","4","NAO","",5
"Suelen da Rocha Gomes","GOMES, S. R.","5","NAO","",5
"Morgana Gleibe Lucio","LUCIO, M. G.","6","NAO","",5
"Pedro Luís Rocha da Cruz","CRUZ, P. L. R.","7","NAO","8637795233593309",5
"Luciana Gonzaga de Oliveira","De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.","1","SIM","2259584579907307",6
"Gabriela D. Tormet Gonzalez","GONZALEZ, G. D. T.","2","NAO","",6
"Fernanda Bacciotti","BACCIOTTI, F.","3","NAO","",6
"Luciana Gonzaga de Oliveira","De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.","1","SIM","2259584579907307",7
"Leila Giarola","GIAROLA, L.","2","NAO","",7
"Suéllen da Silva Moraes","Moraes S. S.","3","NAO","",7
"Suelen da Rocha Gomes","GOMES, S. R.","4","NAO","",7
"Morgana Gleibe Lucio","LUCIO, M. G.","5","NAO","",7
"Pedro Luís Rocha da Cruz","CRUZ, P. L. R.","6","NAO","8637795233593309",7
"Luciana Gonzaga de Oliveira","De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.","1","SIM","2259584579907307",8
"Anita Jocelyne Marsaioli","MARSAIOLI, A. J.","2","NAO","6882578512943651",8
"Simone M. Mantovani","MANTOVANI, S. M.","3","NAO","3757023450938992",8
"Luciana Gonzaga de Oliveira","De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.","1","SIM","2259584579907307",9
"Anita Jocelyne Marsaioli","MARSAIOLI, A. J.","2","NAO","6882578512943651",9
"Raquel Rodrigues Rampasio","RAMPASIO, R. R.","3","NAO","",9
"Luciana Gonzaga de Oliveira","De OLIVEIRA, L. G.;Oliveira, Luciana G. de;de Oliveira, Luciana Gonzaga;OLIVEIRA, LUCIANA GONZAGA DE;OLIVEIRA, LUCIANA G.;GONZAGA DE OLIVEIRA, LUCIANA;DE OLIVEIRA, LUCIANA G.","1","NAO","2259584579907307",10
"Gonçalo Amarante Guimarães Pereira","PEREIRA, G. A. G.","2","SIM","",10
"Eliane Laranja Dias","DIAS, E. L.","3","NAO","",10
"Marcelo Falsarella Carazzolle","CARAZZOLLE, M. F.","4","NAO","",10
"Johana Rincones","RINCONES, J.","5","NAO","",10
"Lucas Pedersen Parizzi","PARIZZI, L. P.","6","NAO","",10
"Maria Carolina de Barros Grassi","GRASSI, M. C. B.","7","NAO","",10
"Taís Sineiro Herig","HERIG, T. S.","8","NAO","",10
"Ane Fernanda Beraldi Zeidler","ZEIDLER, A. F. B.","9","NAO","",10
