NIVEL,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DA_DISSERTACAO_TESE,NOME_COMPLETO_DO_ORIENTADOR,TIPO_DOUTORADO
4,Newcastle University,NULL,Ph D in Computing Science,CONCLUIDO,1990,1994,SIM,Conselho Nacional de Desenvolvimento Científico e Tecnológico,1995,Structuring Fault-Tolerant Object-Oriented Systems using Inheritance and Delegation,Brian Randell,NULL
