NOME_INSTITUICAO_EMPRESA,NOME_ORGAO,NOME_UNIDADE,LOGRADOURO_COMPLEMENTO,PAIS,UF,CEP,CIDADE,BAIRRO,DDD,TELEFONE,FAX,CAIXA_POSTAL,HOME_PAGE
Universidade Estadual de Campinas,Instituto de Computação,NULL,Rua Albert Einstein 1251,Brasil,SP,13083-852,Campinas,Barão Geraldo,19,35215879,35215847,6176,http://www.ic.unicamp.br/~cmrubira
