NOME_INSTITUICAO_EMPRESA,NOME_ORGAO,NOME_UNIDADE,LOGRADOURO_COMPLEMENTO,PAIS,UF,CEP,CIDADE,BAIRRO,DDD,TELEFONE,FAX,CAIXA_POSTAL,HOME_PAGE
Universidade Estadual de Campinas,Instituto de Computação,NULL,"Av. Albert Einstein, 1251 - Sala 10",Brasil,SP,13083852,Campinas,Barão Geraldo,19,35212980,NULL,NULL,http://www.ic.unicamp.br/~edson
