NOME_INSTITUICAO_EMPRESA,NOME_ORGAO,NOME_UNIDADE,LOGRADOURO_COMPLEMENTO,PAIS,UF,CEP,CIDADE,BAIRRO,DDD,TELEFONE,FAX,CAIXA_POSTAL,HOME_PAGE
Universidade Estadual de Campinas,Instituto de Economia,Centro de Estudos de Conjuntura,"Cidade Universitária Zeferino Vaz - Rua Pitágoras, 353",Brasil,SP,13083-857,Campinas,Barão Geraldo,19,35215721,32893580,6135,http://
