TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_CANDIDATO
Doutorado,Análise Algébrica de Problemas de Rearranjo em Genomas: Algoritmos e Complexidade,2007,Brasil,Português,Cleber Valgas Gomes Mira
Doutorado,Métodos Estatísticos para Análise de Bibliotecas Digitais de Expressão Gênica,2008,Brasil,Português,Leonardo Varuzza
Doutorado,Alinhamentos e Comparação de Sequências,2012,Brasil,Português,Francisco Elói Soares de Araujo
Doutorado,Methods for Phylogenetic Reconstruction,2016,Brasil,Inglês,João Paulo Zanetti
Doutorado,Statistical analysis of evolution by genome rearrangements,2016,Brasil,Inglês,Priscila do Nascimento Biller
Doutorado,On Genome Rearrangement Models,2012,Brasil,Português,Pedro Cipriano Feijão
