NIVEL,TITULO_TCC,NOME_DO_ORIENTADOR,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA
1,A reforma do sistema financeiro de 64/65 e a questão do financiamento na economia brasileira do início dos anos 60 ao final dos anos 70,Eduardo Maldonado Filho,Universidade Federal do Rio Grande do Sul,NULL,Ciências Econômicas,CONCLUIDO,1986,1990,NAO,NULL
