CODIGO-INSTITUICAO-EMPRESA,NOME-INSTITUICAO-EMPRESA,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,LOGRADOURO-COMPLEMENTO,PAIS,UF,CEP,CIDADE,BAIRRO,DDD,TELEFONE,RAMAL,FAX,CAIXA-POSTAL,HOME-PAGE,ENDERECO_Id
"007900000004","Universidade Estadual de Campinas","007902000990","Instituto de Computação","","","Rua Albert Einstein 1251","Brasil","SP","13083-852","Campinas","Barão Geraldo","19","35215879","","35215847","6176","http://www.ic.unicamp.br/~cmrubira",0
