TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_ORIENTADO
Supervisão de pós-doutorado,NULL,2011,Brasil,Português,Jancarlo Ferreira Gomes
Supervisão de pós-doutorado,NULL,2009,Brasil,Português,João Paulo Papa
Supervisão de pós-doutorado,Feature Learning for Natural Image Annotation,2013,Brasil,Português,David Menotti Gomes
Supervisão de pós-doutorado,Classificação Multi-Escala Utilizando Floresta de Caminhos Ótimos,2013,Brasil,Português,Jefersson Alex dos Santos
Supervisão de pós-doutorado,NULL,2015,Brasil,Inglês,Giovani Chiachia
Supervisão de pós-doutorado,NULL,2011,Brasil,Português,Paulo André Vechiatto de Miranda
