TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_CANDIDATO
Doutorado,Cartographie decisionelle multicritère: formalisation et implementation informatique,2006,França,Francês,Salem Chakhar
Doutorado,Ontology-driven Geographic Information Systems,2001,Estados Unidos,Inglês,Frederico Torres Fonseca
Doutorado,Métodos de Acceso y Procesamiento de Consultas Espacio-temporales,2007,Chile,Espanhol,Gilberto Antonio Gutiérrez Retamal
Doutorado,Spatial Data Management in an Integrated Software Engineering Environment,1999,Nova Zelândia,Inglês,Sophie Cockroft
Doutorado,Issues in the Management of Moving Point Objects,2000,Dinamarca,Inglês,Dieter Pfoser
Doutorado,Modelisation et Manipulation de Phenomènes Continus Spatio-temporels,2001,França,Francês,Silvia Gordillo
Doutorado,Un Modèle d'Approximation pour la Réprésentation du Mouvement dans les Bases de Donnees Spatiales,2001,França,Francês,José Moreira
Doutorado,Reduction de Series Chronologiques de Trafic Routier Urbain Issues dun Réseau de Capteurs géoreferencés et extraction de séries spatio-temporelles,2008,França,Francês,Marc Joliveau
Doutorado,Optimisation de la localité spatiale des données temporelles et multiversions,2008,França,Francês,Khaled Jouini
Doutorado,Bases de Donnees Geographiques - Modelisation et Indexation,1996,França,Inglês,Jean Paul Peloux
Doutorado,Approche des Versions de Bases de Données: Représentation et Interrogation des Versions,1997,França,Francês,Talel Abdessalem
Doutorado,"Modelisation, Exploitation et Visualisation de l'information Qualité dans les Bases de Données Géographiques",1996,França,Francês,Sami Faiz
Doutorado,Construction d un Systeme de Gestion de Bases de Donnees d Images. Etudes d une approche orientee objets et d un langage logique d interrogations spatiales,1994,França,Francês,Vincent Oria
Doutorado,Infrastructure and Algorithms for Information Quality Analysis and Process Discovery,2013,França,Inglês,Fernando Cordeiro de Lemos
