TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_ORIENTADO
Dissertação de mestrado,Interoperabilidade de dados em sistemas de biodiversidade,2015,Brasil,Português,Frank Roda
Dissertação de mestrado,Indexacao semantica de workflows cientificos,2016,Brasil,Português,Juan Sebastian Beleno Diaz
