TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_ORIENTADO
Supervisão de pós-doutorado,NULL,2013,Brasil,Português,Leonardo Pondian Tizzei
Supervisão de pós-doutorado,Estudos Empíricos sobre Evolução de Arquiteturas de Linhas de Produtos Baseadas em Componentes e Aspectos,2014,Brasil,Português,Patrick Henrique da Silva Brito
