NOME_COMPLETO,NOME_EM_CITACOES_BIBLIOGRAFICAS,NACIONALIDADE,PAIS_DE_NASCIMENTO,UF_NASCIMENTO,CIDADE_NASCIMENTO,DATA_FALECIMENTO,SIGLA_PAIS_NACIONALIDADE,PAIS_DE_NACIONALIDADE
Takaaki Ohishi,"OHISHI, T.;OHISHI, TAKAAKI;Ohishi, T.;Takaaki Ohishi;Ohishi, Takaaki",B,Brasil,SP,Mirandópolis,NULL,BRA,Brasil
