TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_CANDIDATO
Doutorado,Radiopaisagem,2000,Brasil,Português,Janete El Haouli
Doutorado,Relação Som/Imagem,2004,Brasil,Português,Vânia Dantas Leite
Doutorado,Le Tombeau de Couperin (1914-1917) de Maurice Ravel: uma obra de guerra,2008,Brasil,Português,Danieli Veônica Longo Benedetti
Doutorado,Eldorado: dramaturgia de ator na intracultura,2009,Brasil,Português,Eduardo Okamoto
Doutorado,Da Indeterminação à Invariância: Considerações sobre Morfologia Musical a partir de peças de caráter aberto,2009,Brasil,Português,Valério Fiel da Costa
Doutorado,"O percurso da intersecção Olivier Messiaen - Almeida Prado: Momentos, La Fauvette des Jardins e Cartas Celestes",2010,Brasil,Português,Tadeu Moraes Taffarello
Doutorado,Richard Wagner: portal da regência moderna,2010,Brasil,Português,Aylton Escobar Silva
Doutorado,Os caminhos de Gilberto Mendes e a música erudita no Brasil,2011,Brasil,Português,Carla Delgado de Souza
Doutorado,Músico e ato,2012,Brasil,Português,Valéria Maria Fuser Bittar
Doutorado,Palavras sem discurso: estratégias criativas na livre improvisação,2012,Brasil,Português,Manuel Silveira Falleiros
Doutorado,Percussão e Interatividade PRISMA: Um modelo de Espaço Instrumento Auto-Organizado,2009,Brasil,Português,Cesar Adriano Traldi
Doutorado,Ritmo Com Acento: Uma Proposta De Aplicação Da Polirritmia Desenvolvida Por José Eduardo Gramani No Processo Composicional Da Suite 'I Juca Pirama',2008,Brasil,Português,Marcelo Pereira Coelho
Doutorado,"Continuum, Processo E Escuta Em Territoire de l""oubli",2008,Brasil,Português,Lúcia Cervini
Doutorado,Invariâncias e Disposições Textuais: Do Planejamento Composicional à Reflexão Sobre o Processo Criativo,2005,Brasil,Português,José Orlando Alves
Doutorado,Processos Composicionais de Villa-Lobos: Um Guia Teórico,2005,Brasil,Português,Paulo De Tarso Camargo Cambaria Salles
Doutorado,A Paixão de Alcaçus: conciliação de diferenças na composição musical,2013,Brasil,Português,Danilo Cesar Guanais de Oliveira
Doutorado,A gradação nas obras de György Ligeto dos anos sessenta,2013,Brasil,Português,Caudio Horacio Vitale
Doutorado,"Violão Expandido: uma abordagem em Edino Krieger, Chico Mello e Arthur Kampela",2013,Brasil,Português,Mario da Silva Junior
Doutorado,Entre o visual e o sonoro: a composição por imagens visuais,2014,Brasil,Português,Alexandre Remuzzi Ficagna
Doutorado,Os períodos estilísticos de Cláudio Santoro: roteiros divergentes e conjunção final,2009,Brasil,Português,Sérgio Nogueira Mendes
Doutorado,"A paisagem sonora, a criança e a cidade: exercícios de escuta e composição para uma ampliação da ideia de música",2006,Brasil,Português,Fatima Carneiro dos Santos
Doutorado,Design Sonoro e interação em instalações multimídia,2015,Brasil,Português,Clayton Rosa Mamedes
Doutorado,Entre solfejos e escutas: reescrita crítica e afetos na composição musical,2016,Brasil,Português,Gustavo Rodrigues Penha
Doutorado,A colaboração entre o compositor e o intérprete na aplicação da técnica estendida em duas obras contemporâneas brasileiras para fagote: Vitrais e Fantasia,2016,Brasil,Português,Valdir Caires de Souza
Doutorado,Reflexão e Proposta de Composição por meio de Colagens e Citações,2016,Brasil,Português,Marco Antonio Crispim Machado
Doutorado,Práticas de Criação Musical em Ambientes de Ensino Coletivo aplicando Processos Heurísticos: uma teoria substantiva,2017,Brasil,Português,Luciano Nazario
Doutorado,Aproximações entre tradutologia e os processos criativos em transcrições musicais do Rudepoema de Heitor Villa-Lobos,2017,Brasil,Português,João Victor Bota
Doutorado,"A casa e a represa, a sorte e o corte ou: A composição musical enquanto imaginação de formas, sonoridades, e tempos [e espaços]",2016,Brasil,Português,Valéria Muelas Bonafé
