NIVEL,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA,ANO_DE_OBTENCAO_DO_TITULO,TITULO_DA_DISSERTACAO_TESE,NOME_COMPLETO_DO_ORIENTADOR,TIPO_DOUTORADO
4,Universidade Estadual de Campinas,NULL,Engenharia Elétrica,CONCLUIDO,1988,1993,NAO,NULL,1993,Criação de Ferramentas para o Ambiente Prolog e o Acesso de Novatos ao Paradigma da Programação em Lógica,José Armando Valente,NULL
