TIPO,TITULO,ANO,PAIS,IDIOMA,NOME_DO_ORIENTADO
Supervisão de pós-doutorado,NULL,2011,Brasil,Português,Leonardo Cunha de Miranda
Supervisão de pós-doutorado,NULL,2012,Brasil,Português,Leonelo Dell Anhol Almeida
Supervisão de pós-doutorado,NULL,2014,Brasil,Português,Ig Ibert Bittencourt Santana Pinto
Supervisão de pós-doutorado,NULL,2014,Brasil,Português,Heiko Hornung
Supervisão de pós-doutorado,NULL,2016,Brasil,Português,Alessandro Arpetti
Supervisão de pós-doutorado,NULL,2017,Brasil,Português,Julio Cesar dos Reis
Supervisão de pós-doutorado,NULL,2016,Brasil,Português,Roberto Pereira
