CODIGO-INSTITUICAO-EMPRESA,NOME-INSTITUICAO-EMPRESA,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,LOGRADOURO-COMPLEMENTO,PAIS,UF,CEP,CIDADE,BAIRRO,DDD,TELEFONE,RAMAL,FAX,CAIXA-POSTAL,HOME-PAGE,ENDERECO_Id
"007900000004","Universidade Estadual de Campinas","007937000008","Instituto de Economia","007937005000","Centro de Estudos de Relações Internacionais","Cidade Universitária Zeferino Vaz","Brasil","SP","13083-970","Campinas","Barão Geraldo","19","35215779","","32891512","6135","http://www.eco.unicamp.br",0
