NOME_COMPLETO,NOME_EM_CITACOES_BIBLIOGRAFICAS,NACIONALIDADE,PAIS_DE_NASCIMENTO,UF_NASCIMENTO,CIDADE_NASCIMENTO,DATA_FALECIMENTO,SIGLA_PAIS_NACIONALIDADE,PAIS_DE_NACIONALIDADE
Maryse Farhi,"FARHI, Maryse;FARHI, MARYSE",B,Brasil,NULL,Cairo,NULL,BRA,Brasil
