CODIGO-INSTITUICAO-EMPRESA,NOME-INSTITUICAO-EMPRESA,CODIGO-ORGAO,NOME-ORGAO,CODIGO-UNIDADE,NOME-UNIDADE,LOGRADOURO-COMPLEMENTO,PAIS,UF,CEP,CIDADE,BAIRRO,DDD,TELEFONE,RAMAL,FAX,CAIXA-POSTAL,HOME-PAGE,ENDERECO_Id
"007900000004","Universidade Estadual de Campinas","007940000005","Faculdade de Engenharia Elétrica e de Computação da UNICAMP","007940004000","Departamento de Engenharia de Computação e Automação Industrial da FEEC","Av. Albert Einstein, 400","Brasil","SP","13083970","Campinas","Cidade Universitária","19","35213706","","35213845","6101","",0
