NOME_INSTITUICAO_EMPRESA,NOME_ORGAO,NOME_UNIDADE,LOGRADOURO_COMPLEMENTO,PAIS,UF,CEP,CIDADE,BAIRRO,DDD,TELEFONE,FAX,CAIXA_POSTAL,HOME_PAGE
Universidade Estadual de Campinas,Instituto de Economia,NULL,Rua Pitágoras,Brasil,SP,13083857,Campinas,Cidade Universitária,111,0193521208,NULL,NULL,http://www3.eco.unicamp.br/
