NIVEL,TITULO_TCC,NOME_DO_ORIENTADOR,NOME_INSTITUICAO,NOME_ORGAO,NOME_CURSO,STATUS_DO_CURSO,ANO_DE_INICIO,ANO_DE_CONCLUSAO,FLAG_BOLSA,NOME_AGENCIA
1,O estado e o capital nas margens do rio Pinheiros,Ermínia Terezinha Menon Maricato,Universidade de São Paulo,NULL,Faculdade de Arquitetura e Urbanismo,CONCLUIDO,1990,1996,NAO,NULL
